X   Methods	svd_solver	Precision
95.0	PCA	randomized	0.6085271317829457
96.0	PCA	randomized	0.6085271317829457
97.0	PCA	randomized	0.6085271317829457
98.0	PCA	randomized	0.6085271317829457
99.0	PCA	randomized	0.6085271317829457
100.0	PCA	randomized	0.6085271317829457
101.0	PCA	randomized	0.6085271317829457
102.0	PCA	randomized	0.6085271317829457
103.0	PCA	randomized	0.6085271317829457
104.0	PCA	randomized	0.6085271317829457
105.0	PCA	randomized	0.6085271317829457
106.0	PCA	randomized	0.6085271317829457
107.0	PCA	randomized	0.6085271317829457
108.0	PCA	randomized	0.6085271317829457
109.0	PCA	randomized	0.6085271317829457
110.0	PCA	randomized	0.6085271317829457
111.0	PCA	randomized	0.6085271317829457
112.0	PCA	randomized	0.6085271317829457
113.0	PCA	randomized	0.6085271317829457
114.0	PCA	randomized	0.6085271317829457
115.0	PCA	randomized	0.6085271317829457
116.0	PCA	randomized	0.6085271317829457
117.0	PCA	randomized	0.6085271317829457
118.0	PCA	randomized	0.6085271317829457
119.0	PCA	randomized	0.6085271317829457
120.0	PCA	randomized	0.6085271317829457
121.0	PCA	randomized	0.6085271317829457
122.0	PCA	randomized	0.6085271317829457
123.0	PCA	randomized	0.6085271317829457
124.0	PCA	randomized	0.6085271317829457
125.0	PCA	randomized	0.6085271317829457
126.0	PCA	randomized	0.6085271317829457
127.0	PCA	randomized	0.6085271317829457
128.0	PCA	randomized	0.6085271317829457
129.0	PCA	randomized	0.6085271317829457
130.0	PCA	randomized	0.6085271317829457
131.0	PCA	randomized	0.6085271317829457
132.0	PCA	randomized	0.6085271317829457
133.0	PCA	randomized	0.6085271317829457
134.0	PCA	randomized	0.6085271317829457
135.0	PCA	randomized	0.6085271317829457
